Problem(N=Dim D=Problem),Median, Best, Worst, Mean, Sd, Resets
 [1] CEC2017 N=1 D=10,1.14597327183219e-08,6.14254247466306e-09,1.68904250585911e-08,1.12594574709553e-08,2.77344844523782e-09,0               
 [2] CEC2017 N=2 D=10,0,0,0,0,0,6.01960784313725                                                                                               
 [3] CEC2017 N=3 D=10,1.70530256582424e-13,5.6843418860808e-14,3.41060513164848e-13,1.51582450295488e-13,5.97982680045921e-14,3                
 [4] CEC2017 N=4 D=10,0,0,4.54747350886464e-13,3.7895612573872e-14,8.09228841719786e-14,3                                                      
 [5] CEC2017 N=5 D=10,2.98487717127989,0.994959057093297,7.95966742265216,2.71175298219276,1.32113811589252,1                                  
 [6] CEC2017 N=6 D=10,2.25950543608633e-07,9.15717919269809e-08,3.07137497657095e-07,2.23666494789273e-07,4.69616448429885e-08,1.88235294117647
 [7] CEC2017 N=7 D=10,29.966482964755,21.6092220648491,36.4467097461936,29.5124304052724,3.63113564772927,0                                    
 [8] CEC2017 N=8 D=10,2.98487717751789,4.69549377157819e-09,10.7876983344687,3.19187365647458,1.98955323829402,0.843137254901961               
 [9] CEC2017 N=9 D=10,0,0,0,0,0,3                                                                                                              
[10] CEC2017 N=10 D=10,0.319821387548473,0.062454454006911,119.140540043199,4.9602877289395,17.1688542457361,1.98039215686275                  
[11] CEC2017 N=11 D=10,7.53448148316238e-09,0,0.994959067086711,0.229414494897101,0.416089058458457,1.64705882352941                           
[12] CEC2017 N=12 D=10,375.677575006392,0.208142988906729,847.138074142051,406.570133170873,203.795034791805,0                                 
[13] CEC2017 N=13 D=10,5.39412527637251,2.63480615103617e-09,10.6288226104889,5.2721103084685,3.22980156864217,0.470588235294118               
[14] CEC2017 N=14 D=10,0.994959115997062,2.01503098651301e-08,21.0394748142103,3.14314237246936,6.37378293111405,0                             
[15] CEC2017 N=15 D=10,0.500000008183406,0.000910603132979304,1.99025126660536,0.715168152020584,0.504302726183509,0.372549019607843           
[16] CEC2017 N=16 D=10,0.758062491963301,0.272009009353042,135.393187502071,5.78132480301834,24.9381330636074,0.196078431372549                
[17] CEC2017 N=17 D=10,28.0920497391098,0.479881945786701,46.1220512735101,27.2197947185761,5.41407374159597,0                                 
[18] CEC2017 N=18 D=10,3.16224184545081,0.00784036978870972,25.515719045273,10.6262130180024,10.3577461313783,0                                
[19] CEC2017 N=19 D=10,0.455380600809576,0.030193862673741,2.49925079329387,0.712985603982419,0.738776547832165,0                              
[20] CEC2017 N=20 D=10,0.757971055182907,7.72810540183855e-06,140.442825286178,7.82478364687083,20.6816818648194,0                             
[21] CEC2017 N=21 D=10,203.736361718783,176.637355460794,207.099852303639,201.989009706839,5.67640838837817,1.25490196078431                   
[22] CEC2017 N=22 D=10,100.000000029406,100.000000015179,100.000000037753,100.000000028985,4.74493402040711e-09,2                              
[23] CEC2017 N=23 D=10,300.000000121736,300.000000007767,306.057115541244,300.783664209721,1.49748761109193,2.23529411764706                   
[24] CEC2017 N=24 D=10,321.72224878609,100.000000199851,329.975738072861,314.53430523622,32.4932878741291,2.49019607843137                     
[25] CEC2017 N=25 D=10,443.329950410003,397.742869469994,443.381760119665,422.841339390494,22.8520965612548,2.94117647058824                   
[26] CEC2017 N=26 D=10,300.000000200132,200.000001248065,300.000000244677,292.156863042015,27.1524378833462,0                                  
[27] CEC2017 N=27 D=10,394.363156296916,391.832559500501,402.02918723144,394.577670330767,1.34768152519612,1.90196078431373                    
[28] CEC2017 N=28 D=10,583.745226351854,300.000000252348,644.131695190752,530.977776855835,125.900290509713,0                                  
[29] CEC2017 N=29 D=10,238.408262512195,231.280517684017,247.457690872507,238.371080084236,3.16534938648138,0                                  
[30] CEC2017 N=30 D=10,464.336116189205,394.500780063027,1248762.77999389,217198.652861393,378805.657129971,0                                  
[1] Calculation time[hours]:  0.983029907345772 ,,,,,,
